iter	Logloss
0	0.5769421368
1	0.4828783031
2	0.3984723887
3	0.3300044714
4	0.2692742185
5	0.2303548022
6	0.1934204428
7	0.1575007544
8	0.1305147858
9	0.1068538554
10	0.0886549374
11	0.07457622148
12	0.06350272378
13	0.05286751235
14	0.04458050565
15	0.03805607713
16	0.03220089772
17	0.02723580299
18	0.02378457557
19	0.02024331251
20	0.01743241431
21	0.01512218925
22	0.01302811461
23	0.01136633436
24	0.009904060565
25	0.008715876031
26	0.007729022915
27	0.006882879036
28	0.006160275857
29	0.005457599338
30	0.004875049265
31	0.004386737733
32	0.00397523584
33	0.003588702777
34	0.003248761238
35	0.002960546875
36	0.002765657526
37	0.002520670054
38	0.00229859523
39	0.002130732705
40	0.001974727906
41	0.001843808762
42	0.001724690888
43	0.001608285191
44	0.001505317103
45	0.001404165802
46	0.001309301996
47	0.001233923168
48	0.001156764146
49	0.00108650215
50	0.001020732105
51	0.0009705676384
52	0.0009299723705
53	0.0008779503855
54	0.0008345684505
55	0.0007966414049
56	0.0007606447418
57	0.0007295785116
58	0.0006953926618
59	0.0006628568458
60	0.0006353781976
61	0.0006101052661
62	0.0005858725525
63	0.0005645000037
64	0.0005426834257
65	0.0005228758248
66	0.0005069325305
67	0.000487978231
68	0.0004704947653
69	0.000454318824
70	0.0004397496034
71	0.0004255356571
72	0.0004125912215
73	0.0003982417255
74	0.000386980484
75	0.0003753371417
76	0.0003647034579
77	0.0003646510003
78	0.0003546307639
79	0.0003546307639
80	0.0003449144085
81	0.0003353839654
82	0.0003325865122
83	0.0003237792027
84	0.0003238001078
85	0.000315669568
86	0.0003077261304
87	0.0003077135341
88	0.0003076890405
89	0.0002999604685
90	0.000299958619
91	0.0002999671583
92	0.0002921301238
93	0.000292097981
94	0.0002845726622
95	0.0002845726622
96	0.0002845806619
97	0.0002845587636
98	0.0002845587636
99	0.0002845430286
100	0.0002845809186
101	0.0002845952445
102	0.000278073824
103	0.0002780178772
104	0.0002780601858
105	0.0002780310993
106	0.0002780381789
107	0.0002780381789
108	0.0002780381789
109	0.000278012456
110	0.000278012456
111	0.0002780283091
112	0.0002780318077
113	0.0002780648181
114	0.0002780430772
115	0.0002780256744
116	0.000278012441
117	0.000278012441
118	0.0002780114066
119	0.0002780197792
120	0.000277987745
121	0.0002780187748
122	0.000278014641
123	0.000278014641
124	0.0002779753474
125	0.0002779750513
126	0.0002779875052
127	0.0002779807779
128	0.0002779808829
129	0.0002780066751
130	0.0002779733405
131	0.0002779481479
132	0.0002779746297
133	0.0002779205493
134	0.0002779384693
135	0.0002779365111
136	0.0002779470554
137	0.0002779321224
138	0.0002779433002
139	0.0002779282809
140	0.0002779196367
141	0.0002779196367
142	0.0002779196367
143	0.0002779370751
144	0.0002779370751
145	0.0002779370751
146	0.0002778868418
147	0.0002778868418
148	0.0002779086857
149	0.0002778918151
150	0.0002778918151
151	0.0002778787503
152	0.0002779353474
153	0.0002778852808
154	0.0002778775398
155	0.0002778843139
156	0.0002778834575
157	0.0002779212838
158	0.0002778787278
159	0.0002778787278
160	0.0002778850203
161	0.0002778850203
162	0.0002778850203
163	0.0002778316145
164	0.0002778316145
165	0.0002778567808
166	0.0002778284158
167	0.0002778471978
168	0.0002778577272
169	0.0002778328944
170	0.0002778524072
171	0.0002778524072
172	0.0002777953042
173	0.000277829958
174	0.0002778282715
175	0.000277810865
176	0.0002778284739
177	0.0002778366647
178	0.0002777888805
179	0.0002778508968
180	0.0002747426855
181	0.0002747426855
182	0.0002747306908
183	0.0002747340038
184	0.0002747219097
185	0.0002747115658
186	0.0002746706645
187	0.0002746706645
188	0.0002746946128
189	0.0002747050466
190	0.0002746904977
191	0.0002746634631
192	0.0002746634631
193	0.0002747059798
194	0.0002747059798
195	0.0002746845144
196	0.0002746767003
197	0.0002746706851
198	0.0002746706851
199	0.0002746375735
200	0.0002746534022
201	0.0002746534022
202	0.0002746235324
203	0.0002746553829
204	0.0002746321579
205	0.0002746321579
206	0.0002746592375
207	0.0002746610158
208	0.0002746660247
209	0.0002746660247
210	0.0002746245293
211	0.0002746245293
212	0.0002746245293
213	0.0002746840909
214	0.0002746365672
215	0.0002746282396
216	0.0002746039278
217	0.0002746137151
218	0.0002746331886
219	0.0002746329768
220	0.0002745958738
221	0.0002745958738
222	0.0002745958738
223	0.0002745958738
224	0.0002745958738
225	0.000274638458
226	0.000274638458
227	0.0002746003656
228	0.0002746095214
229	0.0002746056743
230	0.0002746056743
231	0.0002745984935
232	0.0002745984935
233	0.0002745984935
234	0.0002745984935
235	0.0002745948263
236	0.0002745948263
237	0.0002745694876
238	0.0002745694876
239	0.0002745552835
240	0.0002745430733
241	0.0002745370244
242	0.000274546169
243	0.000274546169
244	0.000274546169
245	0.000274546169
246	0.0002745589114
247	0.0002745529093
248	0.0002745448066
249	0.0002745448066
250	0.0002745510411
251	0.0002745444431
252	0.0002745444431
253	0.0002745202606
254	0.0002745212106
